Ano;Munic;Munícipio;Escolcod;NomeEscola;Indiv;Populacao;PIB;IDHM;PIBPer;INVperc;Turma;Alunos;Professores;Investimento;TAMesc;Numero_escolas_trabalha;Tipo_escola;Niveis_escola;Idade;Formação;Contrato;Tempo_Escola;Tempo_profissão;Hrs_semanais;Supervisiona;Licença_2semanas;Licença_ano;ISP;CACF;VSP;ARE;DED;ARS;AED;Engage;Exaust;Cynism
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;561;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;1;1;2;68;2;1;14;46;20;1;1;1;5,83;6,00;5,67;4,80;3,60;3,00;2,80;5,89;2,20;0,60
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;562;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;2;1;2;48;1;1;25;28;40;1;1;1;6,33;7,00;6,33;3,80;2,40;3,00;2,80;6,00;1,80;0,00
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;563;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;2;1;2;37;3;1;7;20;40;1;1;2;6,83;6,50;7,00;4,40;3,20;3,80;4,80;5,78;0,80;0,20
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;564;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;2;1;2;54;999;1;4;33;20;1;1;2;7,00;7,00;6,00;3,40;3,20;3,60;3,40;6,00;1,60;0,00
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;565;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;1;1;2;59;2;1;27;31;999;2;1;1;7,00;7,00;6,00;3,80;2,60;3,00;2,80;5,44;2,00;0,00
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;566;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;1;1;2;52;2;1;23;6;40;1;1;2;5,50;7,00;6,00;4,80;1,80;2,80;5,00;5,56;4,20;0,60
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;567;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;2;1;2;55;2;1;2;30;40;2;1;1;6,33;7,00;6,33;4,60;3,20;2,80;4,00;5,44;2,20;0,60
1,00;9;Passo Fundo;67;E.M.E.F. Professora Helen;568;203275;39737,73;0,776;0,20;2928,18;13;178;16;595226766,07;1,85;2;1;2;51;1;1;24;25;40;1;1;2;5,67;6,00;6,00;3,80;2,80;2,80;2,00;5,22;5,40;2,20
0,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;373;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;2;27;2;1;1;3;20;1;1;1;6,17;6,00;6,00;4,00;2,00;1,60;3,20;5,22;5,40;1,20
0,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;374;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;2;1;2;34;2;1;6;14;44;2;1;2;5,17;5,00;4,00;3,80;2,60;3,60;4,40;5,00;3,80;1,80
0,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;375;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;2;34;2;1;11;11;22;1;1;1;5,00;6,00;4,00;3,60;3,00;2,20;2,80;5,00;1,60;1,00
0,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;376;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;2;57;2;1;5;40;20;1;1;2;5,33;7,00;5,00;4,20;1,60;3,00;3,40;5,67;0,00;0,20
0,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;377;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;2;1;2;40;2;1;14;14;20;1;1;1;6,33;7,00;6,00;4,20;3,00;2,40;3,00;5,11;2,00;0,20
0,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;378;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;2;39;2;1;15;18;44;2;1;1;6,00;6,00;6,00;4,40;3,25;3,80;3,75;4,67;0,80;0,40
1,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;373;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;5;29;2;1;2;999;20;1;1;1;6,00;6,00;5,67;4,00;2,60;2,20;3,20;5,67;3,60;0,00
1,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;374;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;2;1;5;36;2;1;7;15;40;2;1;2;6,00;6,00;6,00;4,20;3,00;3,40;4,60;5,33;4,60;2,00
1,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;375;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;5;36;2;1;12;15;22;1;1;1;5,83;6,00;5,00;4,00;3,20;2,00;2,80;5,11;2,25;1,00
1,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;376;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;5;58;2;1;11;41;20;1;1;1;6,40;6,50;5,00;4,00;3,20;2,20;3,00;5,44;1,60;0,00
1,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;377;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;2;1;5;42;2;1;15;15;22;1;1;2;6,50;7,00;6,00;3,60;2,20;2,80;2,60;5,33;2,20;0,00
1,00;7;Ibirubá;68;E.M.E.F. Rincão Seco;378;20350;43296,75;0,765;2,13;4158,94;9;86;12;84634504,52;1,21;1;1;5;40;2;1;15;18;40;2;1;1;6,50;6,00;6,33;4,40;3,40;4,80;4,00;5,33;2,80;0,40
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;379;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;53;1;1;10;34;20;1;1;1;6,17;6,50;5,67;4,40;2,00;2,80;3,60;5,67;1,00;0,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;380;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;55;2;1;13;39;20;1;1;2;5,33;5,50;5,33;3,20;2,60;2,80;2,60;5,33;0,00;0,60
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;381;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;38;2;1;1;11;18;1;1;1;5,17;4,00;5,00;3,80;3,00;2,20;3,40;5,89;0,40;0,60
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;382;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;50;2;1;7;999;22;1;1;1;7,00;7,00;7,00;4,20;3,40;4,00;5,00;6,00;1,80;0,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;383;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;2;1;2;38;2;1;14;18;44;1;1;1;5,50;6,00;5,33;4,00;3,40;2,20;2,80;4,89;1,80;0,80
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;384;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;39;2;1;8;19;44;1;1;2;5,17;6,00;5,00;3,80;3,00;2,80;3,00;5,56;1,80;1,60
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;385;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;33;2;1;4;4;44;1;1;1;5,50;5,50;6,00;4,20;2,80;2,20;3,20;5,44;4,40;0,60
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;386;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;42;1;1;13;21;20;1;1;1;5,00;4,00;4,00;3,40;3,40;2,60;2,80;5,00;1,40;0,20
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;387;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;54;2;1;4;10;44;1;1;1;4,50;5,00;2,67;4,80;3,60;3,00;3,80;6,00;0,40;1,40
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;388;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;68;2;1;40;40;20;1;2;2;4,60;6,50;3,00;4,40;3,80;3,75;4,00;5,00;2,00;5,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;389;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;25;2;1;3;7;44;2;1;1;4,50;6,00;4,67;4,60;1,40;4,20;4,40;4,89;3,60;4,80
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;390;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;40;2;1;14;18;22;1;1;1;6,83;7,00;6,00;3,80;4,00;2,60;2,75;5,00;6,00;2,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;391;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;33;2;1;3;9;22;1;1;2;6,00;7,00;6,33;3,80;1,40;3,60;4,00;6,00;0,00;0,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;392;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;47;2;1;13;22;44;1;1;1;6,67;6,00;5,67;3,80;2,60;3,00;3,00;5,56;0,60;0,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;393;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;39;2;1;9;21;44;1;1;1;5,50;5,50;5,67;4,00;2,80;2,20;3,00;5,44;1,80;0,00
0,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;394;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;38;2;3;1;19;40;2;1;1;5,67;5,50;5,33;4,20;2,80;4,00;4,60;5,56;1,40;0,40
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;751;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;55;2;1;1;35;30;2;1;1;5,17;6,00;4,67;4,80;3,40;5,00;4,40;4,89;3,40;2,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;752;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;49;2;1;16;31;40;1;1;2;6,50;5,00;6,00;4,40;4,20;4,00;4,00;5,67;1,40;0,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;753;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;54;2;1;1;999;20;999;1;1;6,67;6,50;5,00;4,60;2,00;4,20;4,60;5,11;1,00;0,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;754;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;32;2;1;5;15;20;2;1;2;5,33;5,00;4,33;3,80;3,40;3,20;3,80;5,33;3,80;0,20
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;755;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;31;2;1;5;7;20;1;1;1;7,00;7,00;6,67;5,00;1,80;4,40;4,80;5,00;5,40;1,40
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;756;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;36;8;1;4;16;20;1;1;1;6,67;6,50;6,33;4,40;3,80;4,40;4,40;4,33;17,00;2,20
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;757;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;2;1;2;34;2;1;5;5;20;1;2;2;5,83;6,00;6,00;3,80;2,80;2,40;2,40;4,11;3,40;0,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;758;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;32;2;1;6;8;20;1;1;2;7,00;7,00;6,00;3,60;2,40;3,00;3,60;5,00;2,60;0,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;759;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;35;1;1;2;12;20;1;1;1;6,33;4,50;6,33;5,00;3,80;3,20;4,00;5,67;3,00;1,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;760;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;35;2;1;7;7;40;2;1;1;5,83;6,00;6,00;4,20;1,75;4,20;4,00;6,00;1,20;0,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;761;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;999;1;1;13;13;20;1;1;2;5,67;6,00;5,00;4,40;2,20;2,60;3,40;4,56;4,40;0,80
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;762;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;34;2;1;8;10;40;1;1;1;4,33;5,00;4,00;3,60;3,40;3,00;2,80;1,89;6,00;5,00
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;763;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;2;1;2;46;2;1;2;26;18;1;1;2;5,50;5,50;5,67;4,20;3,60;2,80;2,40;5,56;3,00;0,60
0,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;764;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;2;24;2;1;2;5;20;1;1;1;6,17;6,50;5,33;4,40;2,40;1,80;3,60;5,00;2,80;1,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;379;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;54;1;1;10;37;22;2;1;1;7,00;7,00;7,00;4,80;4,60;4,20;4,40;5,56;2,00;0,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;380;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;56;2;1;999;999;22;1;1;2;6,60;7,00;7,00;3,80;2,60;3,00;3,60;4,67;0,00;0,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;381;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;40;2;1;2;12;44;2;1;1;4,67;5,00;4,67;3,00;2,20;2,20;3,40;4,89;5,40;1,60
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;382;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;50;2;1;29;30;22;1;1;1;7,00;6,00;7,00;4,80;3,20;4,60;4,80;6,00;1,00;0,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;383;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;2;1;2;39;2;1;16;21;50;1;1;1;6,17;6,50;5,00;4,00;3,80;3,00;2,60;5,56;2,00;1,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;384;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;41;2;1;10;999;44;999;1;2;7,00;6,50;4,67;4,40;4,60;4,20;3,40;5,33;3,20;3,40
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;385;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;35;2;1;6;6;40;2;1;1;6,00;6,00;6,00;4,40;4,40;4,40;4,40;6,00;5,20;5,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;386;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;1;43;1;1;0,58;22;22;1;1;1;6,00;6,00;6,00;3,40;3,50;2,40;2,80;5,00;5,00;0,20
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;387;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;56;2;1;5;11;44;1;1;1;3,83;5,00;4,67;4,20;3,80;3,60;3,60;6,00;1,40;0,80
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;388;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;70;6;1;34;44;22;1;2;2;5,50;5,00;4,67;4,20;3,60;2,80;4,20;3,89;1,80;1,75
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;389;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;26;2;1;5;11;44;2;1;1;4,83;6,50;6,00;3,60;2,60;3,00;4,20;3,11;4,00;3,20
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;390;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;42;2;1;10;18;33;1;1;1;7,00;7,00;7,00;4,25;5,00;3,80;4,00;5,22;5,60;4,50
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;391;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;34;2;1;4;10;22;1;1;1;6,50;6,00;6,00;3,80;1,00;4,00;4,00;6,00;0,20;0,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;392;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;49;2;1;14;18;40;1;1;1;6,00;6,00;6,00;4,00;3,40;4,00;3,80;5,00;0,80;0,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;393;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;41;2;1;9;22;44;1;1;1;6,83;7,00;7,00;3,60;2,60;2,40;3,80;5,00;1,20;1,00
1,00;7;Ibirubá;69;E.M.E.F. Santa Teresinha;394;20350;43296,75;0,765;2,13;4158,94;21;474;28;84634504,52;3,62;1;1;2;40;2;1;2;20;40;2;1;2;6,17;6,00;6,00;4,60;3,20;3,80;4,00;5,78;1,60;0,20
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;751;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;56;2;1;2;35;20;2;1;2;5,33;5,50;5,33;4,60;3,80;3,00;4,00;5,33;5,20;0,60
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;752;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;50;2;1;15;31;20;1;1;1;6,67;6,00;6,00;4,00;3,60;3,80;4,20;5,22;1,60;0,00
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;753;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;55;2;1;4;14;20;1;1;2;6,83;7,00;5,33;5,00;2,00;3,80;5,00;5,78;1,40;0,00
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;754;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;33;2;1;6;9;40;2;1;1;5,17;6,00;4,67;4,00;3,60;3,80;3,40;5,00;1,60;1,00
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;755;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;32;2;1;6;10;20;1;1;1;7,00;7,00;6,00;5,00;1,00;4,80;4,80;5,67;4,40;1,80
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;756;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;37;8;1;6;16;20;1;2;1;7,00;7,00;6,67;4,40;3,40;4,20;4,60;5,56;1,00;0,40
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;757;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;2;1;5;38;2;1;6;6;20;2;1;2;6,33;6,00;5,00;4,40;3,00;2,00;2,40;5,11;2,50;0,00
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;758;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;33;2;1;7;9;20;1;1;1;7,00;7,00;6,00;4,20;2,80;4,00;3,80;5,11;4,20;0,00
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;759;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;36;6;1;3;11;20;2;1;1;6,00;6,00;5,33;5,00;3,20;3,40;3,40;5,44;2,00;1,40
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;760;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;36;2;1;8;8;40;2;1;1;6,00;3,50;5,33;4,20;2,20;4,00;4,20;5,22;2,80;0,40
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;761;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;40;2;1;14;14;20;1;1;1;6,00;6,50;6,00;4,40;3,20;2,40;3,00;4,56;3,60;0,80
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;762;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;35;2;1;999;14;40;2;1;1;5,00;5,00;5,00;4,40;2,80;3,40;3,40;5,33;3,60;1,40
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;763;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;2;1;5;48;2;1;3;28;16;1;1;1;6,50;6,00;6,00;4,40;2,60;3,00;3,60;5,56;1,40;0,20
1,00;10;Sananduva;69;E.M.E.F. Santa Teresinha;764;16270;28571,78;0,747;1,76;3420,46;21;474;28;55650815,93;3,62;1;1;5;26;2;1;3;5;20;1;1;1;6,33;6,00;6,00;4,00;2,00;2,60;3,40;5,00;2,80;0,40
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;569;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;49;2;1;5;31;40;2;1;1;4,17;5,00;6,00;4,00;2,80;2,40;3,80;5,56;2,60;0,00
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;570;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;62;2;1;20;35;40;2;1;1;4,00;4,00;5,00;3,80;4,40;3,20;2,20;4,33;4,40;4,80
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;571;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;999;2;1;13;20;999;1;1;1;5,83;2,50;5,00;3,80;3,20;3,20;3,00;5,00;5,00;5,00
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;572;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;64;2;1;13;40;20;1;1;1;6,17;7,00;4,33;5,00;4,40;3,00;4,00;5,89;5,20;0,20
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;573;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;46;2;1;13;25;40;1;1;1;6,83;7,00;5,33;4,60;2,40;4,40;4,00;4,67;4,80;1,60
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;574;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;42;2;1;13;19;40;1;1;1;6,83;7,00;6,67;4,40;2,60;3,80;3,80;5,44;5,20;0,60
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;575;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;39;2;1;16;18;20;2;1;1;7,00;7,00;7,00;4,80;2,80;4,80;4,40;5,44;2,00;0,00
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;576;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;47;3;1;1;999;20;1;1;1;7,00;7,00;6,00;4,40;2,40;2,80;4,60;5,00;5,00;1,00
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;577;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;51;2;1;23;24;20;2;1;1;6,00;6,50;5,50;4,40;2,80;3,40;3,00;5,56;1,60;1,20
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;578;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;48;2;1;3;26;60;1;1;1;3,83;6,00;4,00;3,20;2,40;2,80;2,40;2,78;6,00;3,20
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;579;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;56;2;1;11;22;40;1;1;1;6,50;5,00;6,00;4,60;4,00;4,20;4,40;6,00;1,60;0,00
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;580;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;64;1;1;4;11;20;2;1;1;5,17;6,00;6,00;4,20;2,80;2,40;3,40;5,22;0,40;0,60
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;581;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;46;2;1;12;26;20;2;1;2;6,00;6,00;6,00;4,40;1,80;4,40;4,40;6,00;4,60;0,60
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;582;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;49;2;3;22;30;12;1;1;1;7,00;7,00;6,67;4,60;3,20;4,00;4,80;5,89;4,40;1,20
0,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;583;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;53;1;1;11;11;20;1;1;1;4,67;4,00;4,67;3,80;2,60;3,00;2,80;5,00;4,80;1,60
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;569;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;51;2;1;6;32;40;1;1;1;4,83;4,00;4,67;4,60;2,60;2,40;3,60;4,89;2,80;1,40
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;570;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;1;64;2;1;10;25;40;1;1;1;5,83;7,00;6,33;3,80;4,00;3,80;2,60;5,78;3,00;1,00
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;571;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;56;2;1;14;24;20;1;1;1;5,50;6,00;6,00;3,00;3,20;2,80;2,80;5,33;3,00;0,60
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;572;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;66;2;1;14;999;15;1;1;2;6,00;7,00;4,67;5,00;4,00;3,60;4,20;6,00;5,20;0,00
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;573;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;48;2;1;14;999;20;1;1;1;6,33;6,50;5,33;4,20;2,60;3,40;3,80;5,00;2,20;0,20
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;574;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;2;1;2;43;2;1;14;20;40;1;1;1;6,00;6,00;5,00;4,20;2,80;2,20;3,00;4,67;4,60;0,80
1,00;9;Passo Fundo;70;E.M.E.F. Santo Antônio;575;203275;39737,73;0,776;0,20;2928,18;18;412;26;595226766,07;3,20;1;1;2;41;2;1;17;20;40;2;1;1;7,00;7,00;7,00;4,80;3,80;4,60;4,60;5,00;4,20;0,60
